allocationYear,fundId,clusterId,ClusterCBPFCERFId,partnerTypeId,partnerCode,projectList,budget
2016,80,11,11,3,6835.356,1602,149999.99
2016,80,11,11,4,12945.75,1743,69144.5556
2016,88,1,1,1,17002.3419,786##880,999998.78
2016,88,1,1,1,7457.1675,722##881##3469,1195046.87
2016,88,3,3,1,12229.7547,788##3413,504580.44
2016,88,3,3,1,14914.335,3596,207489.05
2016,88,3,3,1,18792.0621,875##3601,479079.9
2016,88,3,3,1,9246.8877,862,200000.0
2016,88,3,3,1,9545.1744,797,199989.1
2016,88,3,3,2,30425.2434,715##3426,329750.25
2016,88,3,3,2,31021.8168,3540,118000.67
2016,88,3,3,2,37285.8375,673##3443,304752.63
2016,88,3,3,2,42356.7114,724,80000.04
2016,88,3,3,2,48620.7321,848##3402,354750.0
2016,88,3,3,2,48919.0188,695,119995.15
2016,88,3,3,3,1491.4335,807##3585,901382.12
2016,88,4,4,1,12229.7547,776##3411,597590.99
2016,88,4,4,1,16704.0552,828##3449,755444.4
2016,88,4,4,1,25354.3695,812,300000.0
2016,88,4,4,1,35496.1173,831##3459,694266.03
2016,88,4,4,1,3579.4404,712,200000.0
2016,88,4,4,1,7457.1675,725##3508,810000.7
2016,88,4,4,1,9545.1744,763,180000.8
2016,88,4,4,1,9843.4611,3538,205033.4
2016,88,4,4,2,25950.9429,765##3453,229375.9
2016,88,4,4,2,31618.3902,694##3599,195503.97999999998
2016,88,4,4,3,1789.7202,687##709##3544##3547,3840014.29
2016,88,5,5,3,2088.0069,785##882,663373.28
2016,88,6,6,1,11633.1813,865,381010.82
2016,88,6,6,1,14019.4749,839,545994.46
2016,88,6,6,1,16405.7685,3620,299979.42
2016,88,6,6,1,20880.069,739,350000.0
2016,88,6,6,1,40865.2779,843##3554,390164.26999999996
2016,88,6,6,1,4176.0138,859##3408,680000.31
2016,88,6,6,1,7158.8808,702,297029.7
2016,88,6,6,1,7457.1675,728,501953.05
2016,88,6,6,1,9545.1744,759,254005.25
2016,88,6,6,1,9843.4611,3591,219628.2
2016,88,6,6,2,24459.5094,783,180000.0
2016,88,6,6,2,30126.9567,3539,170001.6
2016,88,6,6,2,51305.3124,3555,200005.2
2016,88,6,6,2,56972.7597,3575,230620.0
2016,88,6,6,3,1193.1468,706##3775,3300000.13
2016,88,7,7,1,15809.1951,775##3493,565999.83
2016,88,7,7,1,18493.7754,817##3628,349925.07999999996
2016,88,7,7,1,19090.3488,829##3589,546978.21
2016,88,7,7,1,19388.6355,3569,150000.0
2016,88,7,7,1,20880.069,731,300000.0
2016,88,7,7,1,28337.2365,784##3588,956000.01
2016,88,7,7,1,3579.4404,738##3595,450000.0
2016,88,7,7,1,7158.8808,678,416000.0
2016,88,7,7,2,24459.5094,815##3441,343759.44
2016,88,7,7,2,34601.2572,693##3417,200385.55
2016,88,7,7,2,37285.8375,3462,255669.99
2016,88,7,7,2,37584.1242,773##3455,418753.17
2016,88,7,7,2,91574.0169,766##3410,703021.79
2016,88,7,7,3,1491.4335,750##3560,929981.6000000001
2016,88,7,7,3,1789.7202,685##3570,1019000.02
2016,88,7,7,3,2684.5803,3445,385000.06
2016,88,7,7,3,894.8601,806##3636,1033194.8800000001
2016,88,8,8,3,1789.7202,686##3517,2949994.0700000003
2016,88,8,8,3,2088.0069,688##754##780##3479,6100066.26
2016,88,9,9,1,10141.7478,823,224582.3
2016,88,9,9,1,11633.1813,795##3631,1303578.5
2016,88,9,9,1,14914.335,810,263698.5
2016,88,9,9,1,15510.9084,869,502209.81
2016,88,9,9,1,18493.7754,3597,308769.24
2016,88,9,9,1,19388.6355,3573,288000.0
2016,88,9,9,1,20880.069,733,227133.0
2016,88,9,9,1,25354.3695,811,355274.0
2016,88,9,9,1,28337.2365,825##3558,891411.12
2016,88,9,9,1,29232.0966,847,460982.04
2016,88,9,9,1,35496.1173,3458,300000.02
2016,88,9,9,1,3579.4404,3617,169986.0
2016,88,9,9,1,6562.3074,3603,400799.87
2016,88,9,9,1,7158.8808,704##3604,852256.0
2016,88,9,9,2,24459.5094,771,267217.09
2016,88,9,9,2,30425.2434,713##3429,390136.98
2016,88,9,9,2,37285.8375,675##3481,557290.0900000001
2016,88,9,9,2,91574.0169,736##3461,709784.52
2016,88,9,9,3,1491.4335,711##721##3594,2622677.71
2016,88,9,9,3,2088.0069,767,250000.0
2016,88,10,10,1,12229.7547,3414,199892.26
2016,88,10,10,1,28337.2365,850,300000.11
2016,88,10,10,1,29530.3833,778##3456,497738.32
2016,88,10,10,1,51007.0257,3593,200746.98
2016,88,10,10,1,7457.1675,3653,200000.0
2016,88,10,10,1,7755.4542,755,400000.0
2016,88,10,10,1,8352.0276,3719,650000.17
2016,88,10,10,1,8650.3143,3514,250000.14
2016,88,10,10,2,24459.5094,774,150000.3
2016,88,10,10,2,26249.2296,853##3447,289983.75
2016,88,10,10,2,30425.2434,3427,80001.76
2016,88,10,10,2,33109.8237,748,120001.54
2016,88,10,10,2,37584.1242,3572,150000.09
2016,88,10,10,2,41760.138,824##3537,260018.5
2016,88,10,10,2,91574.0169,3450,100000.49
2016,88,10,10,3,1491.4335,732##3576##3635,769031.3
2016,88,10,10,3,2684.5803,672##3495,429856.44999999995
2016,88,10,10,3,596.5734,842,199841.76
2016,88,11,11,1,11334.8946,751##3618,800000.0
2016,88,11,11,1,12229.7547,737,349795.31
2016,88,11,11,1,16405.7685,701,398740.32
2016,88,11,11,1,19388.6355,792##3574,400000.0
2016,88,11,11,1,20880.069,747,200000.0
2016,88,11,11,1,25354.3695,827,250000.0
2016,88,11,11,1,29232.0966,845##3586,743666.3
2016,88,11,11,1,35496.1173,804##3600,400000.08999999997
2016,88,11,11,1,3579.4404,679##3622,500044.43
2016,88,11,11,1,4772.5872,870##3633,800000.01
2016,88,11,11,2,24459.5094,698##3395,279954.8
2016,88,11,11,2,26845.803,3457,162533.0
2016,88,11,11,2,27144.0897,3431,144000.0
2016,88,11,11,2,27740.6631,671,125008.99
2016,88,11,11,2,30126.9567,761##3472,175000.15
2016,88,11,11,2,31021.8168,3442,300000.18
2016,88,11,11,2,31618.3902,690##3627,125080.07999999999
2016,88,11,11,2,35197.8306,692##3437,500000.19
2016,88,11,11,2,37285.8375,683,100002.2
2016,88,11,11,2,53393.3193,3583,100000.07
2016,88,11,11,2,91574.0169,779##3471,250000.19
2016,88,11,11,3,1491.4335,813##814##3638##3640,2344012.19
2016,88,11,11,3,1789.7202,794##3520,1100000.05
2016,91,3,3,1,3211446.9344,2457##4290,2090897.29
2016,91,3,3,1,3690025.7528,4158,476699.55
2016,91,3,3,1,3699178.8996,4178,241103.1
2016,91,3,3,2,1388663.1288,4291,223298.3
2016,91,3,3,2,634182.314,2449,497953.55
2016,91,4,4,1,3314746.734,4164,246121.416
2016,91,4,4,1,3599801.8772,4304,356002.352
2016,91,4,4,1,3782864.8132,4293,271973.405
2016,91,4,4,1,847319.8752,4301,265937.7864
2016,91,4,4,2,1308899.9924,4306,891230.41
2016,91,4,4,2,1366434.058,4224,199992.63
2016,91,4,4,2,1749558.6312,4288,214009.24
2016,91,4,4,2,625029.1672,2406,1295012.654
2016,91,4,4,3,3454659.1208,4262,586012.74
2016,91,4,4,3,645950.6456,2355##4281,1487184.6600000001
2016,91,6,6,1,3683487.7908,2512##4282,2800000.0
2016,91,6,6,1,3688718.1604,4287,199896.544
2016,91,6,6,1,847319.8752,4301,573865.7496
2016,91,6,6,2,1365126.4656,2476,500406.9
2016,91,6,6,2,1369049.2428,4279,149981.9
2016,91,6,6,2,1372972.02,2501##4196,699923.1799999999
2016,91,6,6,2,625029.1672,2406,607179.846
2016,91,6,6,3,3484733.746,2464,2000001.18
2016,91,6,6,3,3696563.7148,2525,1000000.03
2016,91,6,6,3,645950.6456,2355##4281,2355774.3899999997
2016,91,7,7,2,1363818.8732,2499##4202,747955.6799999999
2016,91,7,7,2,1455350.3412,2516,399993.0
2016,91,7,7,2,1809707.8816,4295,498470.64
2016,91,7,7,2,628951.9444,2447##4216,699491.1
2016,91,7,7,2,648565.8304,4298,299707.0
2016,91,7,7,2,651181.0152,4228,299826.84
2016,91,7,7,2,657718.9772,4187,383461.25
2016,91,7,7,3,3275518.962,4180,400000.0
2016,91,7,7,3,3431122.4576,4307,409169.4552
2016,91,7,7,3,3497809.67,2521,1649528.05
2016,91,9,9,3,3454659.1208,2515##4215,1749621.2
2016,91,9,9,3,3484733.746,4210,500017.0
2016,91,10,10,1,3599801.8772,4304,89000.588
2016,91,10,10,1,3683487.7908,4311,230459.9
2016,91,10,10,1,3688718.1604,4287,49974.136
2016,91,10,10,1,3782864.8132,4294##4293,725614.861
2016,91,10,10,3,3431122.4576,4307,1171712.5308
2016,91,11,11,1,3314746.734,4164,164080.944
2016,91,11,11,1,3631184.0948,2403##4161,2626985.0
2016,91,11,11,1,3699178.8996,4178,241103.1
2016,91,11,11,1,3760635.7424,4206,588394.31
2016,91,11,11,1,3782864.8132,4293,217578.724
2016,91,11,11,1,847319.8752,4301##2506##4305,1900133.7939999998
2016,91,11,11,2,1814938.2512,4292,159103.65
2016,91,11,11,3,3431122.4576,4307,278979.174
2016,105,4,4,1,3412221.088,2800##4209,3028000.015
2016,105,4,4,1,3543192.416,2842##4181,1859201.3635999998
2016,105,4,4,1,3742436.032,4163,611642.304
2016,105,4,4,1,3812101.632,2904##2957,842994.5970000001
2016,105,4,4,1,8359.872,4248,600181.99
2016,105,4,4,1,880573.184,4204,467500.0
2016,105,4,4,2,1185708.512,2927,239999.77
2016,105,4,4,2,717555.68,2850,1119858.79
2016,105,4,4,2,720342.304,2946,78000.004
2016,105,4,4,2,838773.824,4226,749995.1
2016,105,4,4,2,847133.696,2868##2867,1332628.9429000001
2016,105,4,4,3,3484673.312,2962##4233,3212500.0045
2016,105,6,6,1,3412221.088,2800##4209,838000.0016000001
2016,105,6,6,1,3543192.416,2842##4181,1404200.5915
2016,105,6,6,1,3576631.904,2956##4265,2240227.3964
2016,105,6,6,1,3742436.032,2954##4163,2059152.4485
2016,105,6,6,1,3756369.152,4263,1404602.1225
2016,105,6,6,1,3812101.632,2904,938000.882
2016,105,6,6,1,3883160.544,2909,619200.0
2016,105,6,6,1,872213.312,4212,532000.0
2016,105,6,6,1,880573.184,4204,578000.0
2016,105,6,6,2,1185708.512,4267,669996.34
2016,105,6,6,2,1598128.864,4232,474994.61
2016,105,6,6,2,720342.304,2920,400000.24
2016,105,6,6,2,724522.24,2813,450426.9429
2016,105,6,6,2,847133.696,2867,465368.1271
2016,105,6,6,3,3448447.2,2894##4201,4629703.55
2016,105,6,6,3,3707603.232,4236,2529598.3648
2016,105,7,7,1,156050.944,2802##4179,1356936.0184
2016,105,7,7,1,3476313.44,2883##4272,1415873.1800000002
2016,105,7,7,1,3502786.368,2848##4148,1350000.0
2016,105,7,7,1,3883160.544,4255,300000.0
2016,105,7,7,1,4012738.56,4276,841600.0256
2016,105,7,7,1,8359.872,4716,564804.855
2016,105,7,7,1,872213.312,4212,228000.0
2016,105,7,7,2,1038017.44,2829,528623.228
2016,105,7,7,2,1113256.288,4235,342215.9359
2016,105,7,7,2,717555.68,4245,395500.0875
2016,105,7,7,2,720342.304,2902##4259##4220,2043809.1472
2016,105,7,7,2,724522.24,2805,450175.93
2016,105,7,7,2,873606.624,2852##4171,805824.49
2016,105,7,7,3,3484673.312,4233,701250.00165
2016,105,7,7,3,3646297.504,2845##4238,1190499.74
2016,105,7,7,3,3674163.744,4283,1679130.4674
2016,105,7,7,3,3720143.04,4227,2437912.9164
2016,105,8,8,3,3707603.232,2960,999498.77
2016,105,9,9,1,156050.944,4179,314500.0074
2016,105,9,9,1,3476313.44,4272,225000.0
2016,105,9,9,1,3502786.368,4148,600000.0
2016,105,9,9,1,3515326.176,2895##4193,1502999.1816
2016,105,9,9,1,3756369.152,4263,967614.7955
2016,105,9,9,1,3883160.544,2909##4255,1664400.0
2016,105,9,9,1,4012738.56,4276,867900.0264
2016,105,9,9,1,8359.872,4716,188268.285
2016,105,9,9,1,872213.312,4212,760000.0
2016,105,9,9,2,1113256.288,4235,237811.0741
2016,105,9,9,2,717555.68,2905##4245,879436.745
2016,105,9,9,2,720342.304,4220,289949.1717
2016,105,9,9,3,3484673.312,4233,701250.00165
2016,105,9,9,3,3674163.744,2959##4283,4603174.5926
2016,105,9,9,3,3707603.232,4236,2969528.5152
2016,105,9,9,3,3720143.04,4227,1312722.3396
2016,105,10,10,1,3742436.032,2954,512400.1197
2016,105,10,10,2,1038017.44,2829,226552.812
2016,105,10,10,2,717555.68,2874,700042.1499999999
2016,105,10,10,2,720342.304,2902##2946,487997.896
2016,105,10,10,2,724522.24,2830,320090.66
2016,105,10,10,2,873606.624,2857,429790.11
2016,105,10,10,3,3484673.312,2917,600000.0
2016,105,10,10,3,3660230.624,2893,600073.03
2016,105,11,11,1,156050.944,4179,178500.0042
2016,105,11,11,1,3412221.088,2800##4209,824000.0034
2016,105,11,11,1,3502786.368,2848,1050000.0
2016,105,11,11,1,3515326.176,4193,1197000.0684
2016,105,11,11,1,3543192.416,2842##4181,1166601.1449
2016,105,11,11,1,3576631.904,2811##2956##4265,2500289.4136
2016,105,11,11,1,3742436.032,2954##4163,1441242.4978
2016,105,11,11,1,3756369.152,2947##4263,1109121.7719999999
2016,105,11,11,1,3812101.632,2957,1028986.511
2016,105,11,11,1,3883160.544,2909,636400.0
2016,105,11,11,1,4012738.56,4276,920500.028
2016,105,11,11,1,880573.184,4204,654500.0
2016,105,11,11,2,713375.744,4192,640000.01
2016,105,11,11,2,717555.68,4245,305100.0675
2016,105,11,11,2,720342.304,4220,69987.7311
2016,105,11,11,2,724522.24,2813##4244,859669.9371
2016,105,11,11,2,873606.624,4171,195257.88
2016,105,11,11,3,3484673.312,2877##4233,1354999.9522
2016,105,11,11,3,3674163.744,2915,927899.72
2016,105,11,11,3,3720143.04,4227,937658.814
2016,108,1,1,1,1686806.66,3861,499960.41
2016,108,1,1,1,2020167.66,3758,699999.99
2016,108,1,1,1,4195348.185,2758,710673.43
2016,108,1,1,1,8334.025,3792,644300.0
2016,108,1,1,2,1105091.715,2719,450779.7
2016,108,1,1,2,1678472.635,2783##3651,905652.53
2016,108,1,1,2,2041836.125,3781,298192.95
2016,108,1,1,3,110009.13,3818,579590.2812
2016,108,3,3,1,378364.735,2707,414562.62
2016,108,3,3,2,1105091.715,3813,253653.61
2016,108,3,3,2,1116759.35,2612,315751.65
2016,108,3,3,2,1345111.635,2785,440503.0
2016,108,3,3,2,1691807.075,3842,376239.29
2016,108,3,3,2,1718475.955,3428,251883.89
2016,108,3,3,2,1728476.785,3878,554200.5
2016,108,3,3,2,2030168.49,3794,305927.73
2016,108,3,3,2,2031835.295,3669,349547.457
2016,108,3,3,2,2323526.17,3866,253037.32
2016,108,3,3,2,576714.53,2746,354814.7124
2016,108,3,3,2,578381.335,2720,337572.96
2016,108,3,3,2,595049.385,3835,400009.01
2016,108,3,3,2,6582212.945,2738##3883,773156.11
2016,108,3,3,2,870072.21,2750,621525.57
2016,108,4,4,1,1686806.66,3770,499985.87
2016,108,4,4,1,8334.025,2776,520828.49
2016,108,4,4,2,1691807.075,3875,495191.08
2016,108,4,4,2,871739.015,2775,305767.48
2016,108,4,4,2,908408.725,2765,251375.1
2016,108,4,4,2,993415.78,2762,395886.68
2016,108,4,4,3,110009.13,3818,2980750.0176
2016,108,6,6,1,4787063.96,2733,419112.15
2016,108,6,6,1,623385.07,3788,601420.37
2016,108,6,6,1,633385.9,2725,509702.53
2016,108,6,6,2,1075089.225,3879,464914.68
2016,108,6,6,2,1108425.325,2755##3393,671216.35
2016,108,6,6,2,1723476.37,3852,393917.34
2016,108,6,6,2,2035168.905,3843,355513.52
2016,108,6,6,2,578381.335,3754,980192.49
2016,108,6,6,2,580048.14,2771##3859,1201278.28
2016,108,6,6,2,615051.045,2760,452588.6
2016,108,6,6,2,618384.655,3649,486448.54
2016,108,6,6,3,110009.13,3818,579590.2812
2016,108,6,6,3,70005.81,2779##3757,1289859.8599999999
2016,108,7,7,1,4765395.495,3876,600000.01
2016,108,7,7,1,583381.75,2752##2739##3874##3444,1332198.104
2016,108,7,7,1,633385.9,2599,525184.89
2016,108,7,7,2,1075089.225,3790,421046.28
2016,108,7,7,2,1685139.855,3837##3834,741295.066
2016,108,7,7,2,1730143.59,2754##3869,649605.21
2016,108,7,7,2,1905158.115,3716,261856.749
2016,108,7,7,2,585048.555,2757##3877,1181532.67
2016,108,7,7,2,590048.97,2778,324785.66
2016,108,7,7,2,591715.775,2767##3761,1105962.2619999999
2016,108,7,7,2,6638884.315,3780##3737,531663.27
2016,108,7,7,2,908408.725,2712##3860##3862,1401620.18
2016,108,7,7,2,990082.17,2736,405679.37
2016,108,7,7,4,630052.29,2706,412212.3
2016,108,9,9,1,583381.75,2739##3444,153368.706
2016,108,9,9,2,1685139.855,3834,121095.544
2016,108,9,9,2,1730143.59,2754,122877.97
2016,108,9,9,2,1905158.115,3716,112224.321
2016,108,9,9,2,591715.775,2767,37593.688
2016,108,9,9,2,6638884.315,3737,188351.08
2016,108,10,10,1,1221768.065,2586,338359.36
2016,108,10,10,1,4195348.185,3882,462130.65
2016,108,10,10,1,4488705.865,2749##3868,1016484.41
2016,108,10,10,1,4692056.075,3773,291071.84
2016,108,10,10,1,4737059.81,2769##3821,982088.53
2016,108,10,10,1,4765395.495,3867,750000.0
2016,108,10,10,1,623385.07,3782,765461.46
2016,108,10,10,1,631719.095,2770,605888.04
2016,108,10,10,2,1116759.35,2600,348716.85
2016,108,10,10,2,1230102.09,3871,339393.3
2016,108,10,10,2,1673472.22,3785,480389.08
2016,108,10,10,2,1693473.88,3857,305519.45
2016,108,10,10,2,2031835.295,3669,149806.053
2016,108,10,10,2,578381.335,3756,623219.9
2016,108,11,11,1,1106758.52,3799,658426.34
2016,108,11,11,1,200016.6,2729##3769,847500.0
2016,108,11,11,1,63338.59,3808,719578.67
2016,108,11,11,2,1345111.635,2723,380013.71
2016,108,11,11,2,1695140.685,3489,270462.83
2016,108,11,11,2,2323526.17,3881,413972.92
2016,108,11,11,2,576714.53,2746,400110.2076
2016,108,11,11,2,580048.14,3858,403968.76
2016,108,11,11,2,590048.97,2780,668575.59
2016,108,11,11,2,615051.045,2766,573541.4
2016,108,11,11,2,871739.015,2721,694302.03
2016,109,4,19,3,7,2011,600000.0
2016,109,6,18,3,2,2013,3312409.0
2016,109,7,7,3,3,2016,94695.0
2016,109,7,7,3,6,2015,248413.0
2016,109,10,10,3,12,2017,232232.0
2016,109,13,21,3,11,2012,5294649.0
2016,109,6,17,3,5,1566,833373.0
2016,109,7,7,3,3,1571##1730,3286149.0
2016,109,9,9,3,4,1569,2795003.0
2016,109,11,11,3,4,1570,1074861.0
2016,109,4,19,3,1,1843,610800.0
2016,109,4,19,3,7,2057,980591.0
2016,109,6,18,3,2,1840##2048,1340302.0
2016,109,7,7,3,6,1842##2056,515164.0
2016,109,7,7,3,7,2055,187093.0
2016,109,9,9,3,4,2053,282667.0
2016,109,10,10,3,4,2052,107873.0
2016,109,10,10,3,6,1841##2051,313999.0
2016,109,11,11,3,4,1844,315400.0
2016,109,11,11,3,7,2050,236149.0
2016,109,6,18,3,2,1971,2485459.0
2016,109,7,7,3,3,1973,400000.0
2016,109,7,7,3,6,1974,200240.0
2016,109,10,10,3,4,1969,501413.0
2016,109,11,11,3,4,1970,600431.0
2016,109,3,3,3,4,1948,230831.0
2016,109,6,18,3,2,1953,814776.0
2016,109,10,10,3,4,1949,258859.0
2016,109,11,11,3,4,1950,307826.0
2016,109,13,21,3,11,1952,1373271.0
2016,109,1,1,3,7,1802,200000.0
2016,109,4,19,3,11,1800,601285.0
2016,109,4,19,3,4,1801,600042.0
2016,109,6,18,3,2,1811,3990302.0
2016,109,7,7,3,3,1804,600000.0
2016,109,7,7,3,4,1805,450000.0
2016,109,7,7,3,6,1806,350000.0
2016,109,9,9,3,2,1798,750000.0
2016,109,9,9,3,4,1797,750006.0
2016,109,10,10,3,11,1809,399997.0
2016,109,10,10,3,4,1810,299920.0
2016,109,11,11,3,4,1807,1000000.0
2016,109,6,18,3,2,1966,1228025.0
2016,109,7,7,3,6,1968,187304.0
2016,109,11,11,3,4,1967,550087.0
2016,109,3,3,3,4,1988,255868.0
2016,109,4,19,3,1,1992,1632301.0
2016,109,6,17,3,5,1990,419148.0
2016,109,6,18,3,2,1993,1637595.0
2016,109,7,7,3,3,1994,288475.0
2016,109,7,7,3,6,1991,101012.0
2016,109,11,11,3,4,1989,1018337.0
2016,109,6,17,3,5,1976,593443.0
2016,109,6,18,3,2,1980,999744.0
2016,109,7,7,3,3,1982,751729.0
2016,109,7,7,3,6,1977,248384.0
2016,109,9,9,3,2,1981,789986.0
2016,109,9,9,3,4,1978,462882.0
2016,109,11,11,3,4,1979,1208351.0
2016,109,6,17,3,5,2036,250000.0
2016,109,6,18,3,2,2039,1700002.0
2016,109,7,7,3,3,1857##2040,1245089.0
2016,109,7,7,3,4,1858,611901.0
2016,109,7,7,3,6,2037,248790.0
2016,109,13,21,3,11,2038,1538397.0
2016,109,6,17,3,5,1739,550001.0
2016,109,6,18,3,2,1737,719901.0
2016,109,7,7,3,3,1738,300130.0
2016,109,7,7,3,7,1734,199983.0
2016,109,9,9,3,4,1735,100003.0
2016,109,11,11,3,4,1736,102036.0
2016,109,4,19,3,11,1776,250000.0
2016,109,4,19,3,7,1775,1750000.0
2016,109,6,18,3,2,1773,2000000.0
2016,109,7,7,3,3,1779,541991.0
2016,109,7,7,3,4,1778,300011.0
2016,109,7,7,3,6,1777,147860.0
2016,109,10,10,3,11,1781,173929.0
2016,109,10,10,3,17,1783,165413.0
2016,109,10,10,3,4,1782,160500.0
2016,109,11,11,3,3,1785,260681.0
2016,109,11,11,3,4,1784,1750964.0
2016,109,6,18,3,2,1998,2170297.0
2016,109,11,11,3,4,1996,2990796.0
2016,109,13,21,3,11,1995,3200770.0
2016,109,13,21,3,7,1997,1130000.0
2016,109,2,2,3,1,1678,124174.0
2016,109,3,3,3,4,1669,798719.0
2016,109,4,19,3,7,1667,1100067.0
2016,109,6,17,3,5,1677,535826.0
2016,109,6,18,3,2,1680,2028640.0
2016,109,7,7,3,3,1668,672699.0
2016,109,7,7,3,6,1671,300472.0
2016,109,9,9,3,4,1670,328383.0
2016,109,10,10,3,17,1675,189123.0
2016,109,10,10,3,4,1674,209966.0
2016,109,10,10,3,6,1682,198148.0
2016,109,10,10,3,7,1681,200000.0
2016,109,11,11,3,4,1672,1082575.0
2016,109,12,20,3,2,1665##1666,253590.0
2016,109,6,18,3,2,1564,3632115.0
2016,109,7,7,3,3,1565,697561.0
2016,109,9,9,3,4,1563,500014.0
2016,109,7,7,3,1,1789,500014.0
2016,109,7,7,3,3,1788,1649010.0
2016,109,7,7,3,4,1787,822295.0
2016,109,3,3,3,4,2046,579741.0
2016,109,4,19,3,7,2047,2964970.0
2016,109,6,17,3,5,2003,876097.0
2016,109,6,18,3,2,2005,1767870.0
2016,109,7,7,3,3,2009,685292.0
2016,109,7,7,3,4,2008,252417.0
2016,109,7,7,3,6,2010,371397.0
2016,109,9,9,3,4,2002,510754.0
2016,109,10,10,3,17,2006,207952.0
2016,109,11,11,3,4,2001,986754.0
2016,109,13,21,3,7,2004,1179996.0
2016,109,1,1,3,11,1866,600000.0
2016,109,4,19,3,11,1872##2042,6154000.0
2016,109,4,19,3,7,1873##2043,6000000.0
2016,109,7,7,3,3,1868##2045,13000000.0
2016,109,7,7,3,6,1867##2041,3499642.0
2016,109,10,10,3,11,1870,600011.0
2016,109,10,10,3,6,1869,500097.0
2016,109,11,11,3,4,1874,3000494.0
2016,109,7,7,3,11,2035,992930.0
2016,109,7,7,3,3,2034,209656.0
2016,109,7,7,3,4,2030,1000000.0
2016,109,7,7,3,6,2033,1566031.0
2016,109,9,9,3,4,2031,500018.0
2016,109,10,10,3,4,2032,200227.0
2016,109,11,11,3,4,1890,4000015.0
2016,109,12,20,3,1,1891,308642.0
2016,109,12,20,3,7,2029,600001.0
2016,109,7,7,3,3,1732,682296.0
2016,109,7,7,3,4,1733,280647.0
2016,109,6,17,3,5,1660,328811.0
2016,109,6,17,3,5,1688,1128270.0
2016,109,6,18,3,2,1690,1000011.0
2016,109,6,18,3,4,1687,2121810.0
2016,109,7,7,3,3,1684,128800.0
2016,109,9,9,3,2,1689,106418.0
2016,109,9,9,3,4,1686,123578.0
2016,109,11,11,3,4,1685,174031.0
2016,109,6,17,3,5,1771,700004.0
2016,109,6,18,3,2,1772,2303762.0
2016,109,7,7,3,3,1765,599502.0
2016,109,7,7,3,6,1766,341947.0
2016,109,9,9,3,2,1763,908076.0
2016,109,9,9,3,4,1761,524975.0
2016,109,11,11,3,4,1762,610622.0
2016,109,4,19,3,11,1845,662186.0
2016,109,6,18,3,2,1847,608270.0
2016,109,7,7,3,4,1846,167047.0
2016,109,2,2,3,1,1662,500285.0
2016,109,6,17,3,5,1661,854787.0
2016,109,7,7,3,6,1663,478131.0
2016,109,9,9,3,4,1664,609771.0
2016,109,6,17,3,5,1696,732497.0
2016,109,6,18,3,2,1694,3100957.0
2016,109,9,9,3,2,1695,404663.0
2016,109,9,9,3,4,1692,117711.0
2016,109,11,11,3,4,1691,323975.0
2016,109,6,17,3,5,1964,1000842.0
2016,109,6,18,3,2,1965,1496410.0
2016,109,7,7,3,6,1961,623195.0
2016,109,10,10,3,6,1962,450010.0
2016,109,6,17,3,5,1878,159133.0
2016,109,6,18,3,2,1875,960107.0
2016,109,9,9,3,2,1876,598755.0
2016,109,9,9,3,4,1877,225004.0
2016,109,4,19,3,11,1888,298530.0
2016,109,4,19,3,7,1886,998708.0
2016,109,7,7,3,3,1885,200000.0
2016,109,7,7,3,6,1887,242637.0
2016,109,9,9,3,2,1883,1000000.0
2016,109,9,9,3,4,1881,165023.0
2016,109,10,10,3,11,1889,248775.0
2016,109,10,10,3,4,1880,203500.0
2016,109,11,11,3,4,1882,727096.0
2016,109,12,20,3,2,1884,905006.0
2016,109,4,19,3,11,1550,1985228.0
2016,109,4,19,3,7,1549,2000000.0
2016,109,6,17,3,5,1849,1500129.0
2016,109,6,18,3,2,1851,5995380.0
2016,109,7,7,3,3,1553##1786,746095.0
2016,109,7,7,3,4,1543,348285.0
2016,109,7,7,3,6,1547,309835.0
2016,109,9,9,3,4,1545##1848,4000749.0
2016,109,10,10,3,11,1551##1552##1850,1665055.0
2016,109,10,10,3,4,1542##1852,634097.0
2016,109,10,10,3,6,1546##1853,726507.0
2016,109,10,10,3,7,1548,300000.0
2016,109,11,11,3,4,1544,2000000.0
2016,109,12,20,3,1,1855,272409.0
2016,109,12,20,3,2,1854,1000000.0
2016,109,6,18,3,2,1759,3999485.0
2016,109,9,9,3,4,1760,736670.0
2016,109,4,19,3,11,2028,798710.0
2016,109,6,18,3,2,2027,477815.0
2016,109,7,7,3,3,2024,285673.0
2016,109,7,7,3,4,2021,101858.0
2016,109,7,7,3,6,2026,133236.0
2016,109,10,10,3,4,2022,263621.0
2016,109,10,10,3,6,2025,162522.0
2016,109,11,11,3,4,2023,143480.0
2016,109,3,3,3,4,1832,650000.0
2016,109,4,19,3,11,1717##1820,1517094.0
2016,109,4,19,3,7,1718,182304.0
2016,109,6,17,3,5,1710,400000.0
2016,109,6,18,3,2,1711##1821,4663270.0
2016,109,7,7,3,3,1724##1823,1068326.0
2016,109,7,7,3,4,1725##1824,653579.0
2016,109,7,7,3,6,1726##1825,705968.0
2016,109,9,9,3,2,1727##1835,1382905.0
2016,109,9,9,3,4,1712##1834,851735.0
2016,109,10,10,3,4,1709##1829,1149533.0
2016,109,10,10,3,6,1827,380000.0
2016,109,11,11,3,4,1714##1831,1950781.0
2016,109,11,11,3,7,1713,639978.0
